Experiment,l_c,r_c,l_n,r_n,V,w
0,0.05134781314494334,0.026873080837331594,0.041493845179479856,0.005496438904835438,0.00012043304140799092,1515.3154556052973
1,0.031999999999999994,0.015999999999999997,0.045000000000000005,0.001,2.587729868761911e-05,563.2363752728295
2,0.013021948675623885,0.032883856758090704,0.012632166639767278,0.001,4.4277263743204044e-05,810.8345822354898
3,0.07284852385888789,0.02684966228722768,0.06807294805243985,0.001,0.00016520030969715256,180.86537722110245
4,0.04,0.013999999999999995,0.045000000000000005,0.001,2.47714580735555e-05,575.7416331477158
5,0.06999464475934679,0.011792364646518057,0.01406173478293421,0.001,3.062269799270231e-05,924.3557889577569
6,0.025990589849486136,0.039,0.0170370750481564,0.001,0.0001242459815190324,416.6983017002546
7,0.012,0.025767344831531938,0.019724347349017873,0.001,2.5092519617006666e-05,862.6414261243578
8,0.077,0.02743710347899774,0.04442767987335843,0.001,0.00018224258196556788,213.09903491628248
9,0.05772012947139111,0.03619159678396257,0.07874795202895378,0.001,0.00023776327806266506,140.15251535245153
10,0.07809202110508573,0.010751590089206824,0.058432794597601305,0.001,2.8543291618886402e-05,470.85541051086494
11,0.07522241887536993,0.023518427196800334,0.050302097127134945,0.001,0.00013086950413004946,236.38338955254252
12,0.041,0.021,0.043000000000000003,0.001,5.6938225253661416e-05,387.83452982561903
13,0.014925796421158405,0.014082886653600427,0.0529923628298403,0.001,9.466219292035498e-06,863.4254401949845
14,0.024506376694038975,0.034451228815340976,0.07728606252489392,0.001,9.16201203086071e-05,228.08517766206162
15,0.01717044510283152,0.007137458900424763,0.036108882506669084,0.001,2.8614516665066136e-06,1924.201294124965
16,0.01915442943023108,0.02194777015954742,0.07104700383378709,0.001,2.9209975753771663e-05,422.37093620418113
17,0.05361465826183546,0.032792909227737366,0.06291968782074753,0.001,0.00018132888648781588,179.54649275166716
18,0.019175494744705666,0.038,0.02676039634453052,0.001,8.707293116147929e-05,397.2727414521207
19,0.06351296259032378,0.01258847946437246,0.017181109702509828,0.001,3.167375250782343e-05,822.359770921943
20,0.033307228458624556,0.010842586098751824,0.022569334425826194,0.001,1.2372291958999484e-05,1150.3511215517021
21,0.041,0.023000000000000003,0.039,0.001,6.826052517719905e-05,371.82608656171055
22,0.0365175466826927,0.0013393541195877495,0.06616353753032275,0.001,4.136574291535848e-07,5194.411490299507
23,0.02153047492186202,0.005460662819203794,0.04618800463354441,0.001,2.1620495856840765e-06,1985.889856578396
24,0.07377791019225562,0.01340961831829927,0.020308888095462274,0.001,4.174201193501514e-05,658.8237687204885
25,0.036,0.019,0.04,0.001,4.095380183219654e-05,474.3043160192247
26,0.024840115903791742,0.03196367086982503,0.055510892765859354,0.001,7.990347959289865e-05,288.1173147843205
27,0.012992218016469975,0.03312167368432648,0.036746085348529176,0.001,4.489272245963539e-05,472.5333443009615
28,0.03140110938985838,0.002965166447046758,0.013852791769357723,0.001,9.108671046294962e-07,5529.701618869197
29,0.011718459150423646,0.02613908118388142,0.07244250445995724,0.001,2.5381235112887597e-05,449.02407066002604
30,0.044692417960310586,0.03855104367523704,0.06044909337506091,0.001,0.00020885797887676319,170.6648023006642
31,0.022033047295055334,0.02170019148960174,0.06550878257958749,0.002,3.3418251655146867e-05,829.6048941197049
32,0.02277621333181873,0.007795694700665942,0.0579838718979807,0.001,4.530677382269452e-06,1207.0985655987322
33,0.030700946503717,0.021135764280916382,0.025875209832430877,0.001,4.3167425685651356e-05,574.0584898930632
34,0.037,0.021,0.039,0.001,5.138388944211466e-05,428.6861606495105
35,0.07865260302991896,0.03783112161838515,0.07723156055670467,0.001,0.0003538826512858702,115.981507904322
36,0.037143802947369436,0.04,0.06099536066878557,0.001,0.0001868967401223285,179.61406717142845
37,0.013158403272121463,0.0036177636707822878,0.05530833385533664,0.001,7.148013346763076e-07,3503.925359816764
38,0.04645202269741432,0.026063235315179522,0.06965160674161167,0.001,9.935019709461778e-05,230.67244241032213
39,0.0421771224743889,0.012887891247362282,0.04683594691330518,0.001,2.2155644576631383e-05,597.0104527025063
40,0.05945178435300123,0.025690980828469757,0.03417208390359826,0.001,0.00012338267421720326,295.3201359246167
41,0.06838303418345357,0.036780305764152164,0.020802189360675377,0.001,0.0002906876349853092,246.51757234393304
42,0.039,0.018,0.042,0.001,3.982911166221139e-05,469.4209519208718
43,0.038,0.019,0.06600000000000002,0.001,4.330371313708171e-05,359.397090189964
44,0.03510891386769314,0.008016386493122255,0.07292795004935144,0.001,7.31712383947946e-06,843.0582367167451
45,0.044000000000000004,0.015999999999999997,0.037,0.001,3.550313857821824e-05,529.7180122189699
46,0.042,0.019,0.038,0.001,4.7752208334564857e-05,450.5280953356127
47,0.043000000000000003,0.023000000000000003,0.038,0.001,7.158118861204346e-05,367.8223048961091
48,0.03738655054941998,0.019523298186749385,0.06339286578544508,0.002,4.5565025616068343e-05,719.5994796782682
49,0.017613373885197063,0.016785599213172766,0.02162593382537658,0.001,1.5658658206240862e-05,1043.8698699145402
50,0.02175696380965761,0.008676738514821185,0.01638921818850897,0.001,5.197386338609168e-06,2087.1667658692054
51,0.026311563077945993,0.016729486216770662,0.07273478732471578,0.001,2.3363088874965984e-05,467.26678308441814
52,0.011,0.038,0.057796556800775396,0.001,5.0082630947868367e-05,356.91187781066515
53,0.021912635834662145,0.018921025004909765,0.029350321717144627,0.001,2.4737489969137637e-05,712.6782752822097
54,0.06808337991056132,0.016488346260081842,0.06423567563075117,0.001,5.8351194388802165e-05,313.6217128847329
55,0.042,0.02,0.039,0.001,5.2901278693798535e-05,422.4788567287846
56,0.031732980412592114,0.025347384271722655,0.01720570580429926,0.001,6.410521842926381e-05,577.387126461665
57,0.06405792309495414,0.01228522998048718,0.017860095218166516,0.001,3.042922230972691e-05,822.9630206022432
58,0.03023700526910681,0.030579376963059672,0.057706745102578075,0.001,8.900847903720143e-05,267.7198750500376
59,0.038,0.022000000000000002,0.043000000000000003,0.001,5.791526056892784e-05,384.5415005732049
60,0.032999999999999995,0.019,0.07500000000000002,0.003,3.9546368323388306e-05,1085.3554109809188
61,0.08,0.024701971695727125,0.059601887048676035,0.001,0.00015354406652437125,200.48657899127636
62,0.042,0.021,0.037,0.001,5.830481805797298e-05,413.0923207365769
63,0.045607728612311424,0.012045729464567875,0.06345331100791703,0.001,2.0989346242619088e-05,527.7308129328801
64,0.06805142514339504,0.007858708505443936,0.08,0.001,1.3454839212106324e-05,589.7624769090886
65,0.03986417858373928,0.03155135105819024,0.03554285865376822,0.001,0.00012478357151320913,287.94290088667566
66,0.017679747436745177,0.012464623076074707,0.02455129666223038,0.001,8.70660228796053e-06,1316.853699212544
67,0.041,0.02,0.042,0.001,5.1654066410323384e-05,412.0456697080559
68,0.04,0.02,0.039,0.001,5.0388004570926705e-05,432.91200445587543
69,0.042,0.02,0.06300000000000001,0.001,5.297667691748469e-05,332.40458688150835
70,0.06449579167728921,0.03527617796199343,0.08,0.001,0.0002523928090272626,134.95833641853932
71,0.02231787523848,0.02748842968492865,0.022204999570568745,0.001,5.304861552434255e-05,558.8434762088465
72,0.053641964291281694,0.011207514626778825,0.029186028236178156,0.001,2.1259366350356532e-05,771.1569443022848
73,0.02059587505949788,0.013669017378771419,0.05028896048249431,0.001,1.2247386465505885e-05,777.3707122866684
74,0.06848049762900331,0.039,0.060793654032163774,0.002,0.0003279885923793188,271.79704744001236
75,0.07055062191398842,0.0036125525084319066,0.01439192692907203,0.001,2.937751456222874e-06,2970.761995577199
76,0.07936104584755284,0.02227086179920543,0.03135064871853096,0.001,0.0001237590772063252,307.84205076655485
77,0.02778472284717816,0.010516646935138985,0.014967714603858914,0.001,9.70109438102117e-06,1594.5342355078733
78,0.04698991420793912,0.01592508813116224,0.05116814588704175,0.001,3.7599229954093016e-05,437.9332427311919
