Experiment,l_c,r_c,l_n,r_n,V,w
0,0.0451958279266477,0.003444241378283368,0.02294666788038023,0.037711713289498884,0.00010420753257108893,116269.4502059165
1,0.037,0.015999999999999997,0.039,0.009999999999999992,4.200937696380268e-05,5626.505858524822
2,0.06210933734684192,0.01695831403721113,0.049459036172970414,0.001,5.6269494789767026e-05,363.83793487280235
3,0.045000000000000005,0.021,0.045000000000000005,0.002,6.291039288813562e-05,723.7525564625195
4,0.042,0.016999999999999998,0.04700000000000001,0.001,3.828030648399162e-05,452.7614353614473
5,0.05777572843486485,0.006074823720494947,0.011715164640135035,0.001,6.735074477370544e-06,2163.771172472657
6,0.06039637024549052,0.0026008283454449447,0.014010854757356011,0.001,1.3274815784916987e-06,4520.042298860285
7,0.033999999999999996,0.021,0.045000000000000005,0.001,4.72464119173369e-05,416.3196535466491
8,0.021224761639833938,0.002248067290282261,0.06872645691276566,0.001,5.528961046193455e-07,3982.8984045717652
9,0.079,0.031909272142250186,0.04672632811648092,0.001,0.00025285000581116583,176.39271825380095
10,0.039,0.023000000000000003,0.043000000000000003,0.001,6.49492865203154e-05,363.0760117917415
11,0.0496789676605646,0.016424277230010536,0.07830620835165819,0.001,4.234725415943856e-05,333.8268600648392
12,0.052221835945929385,0.013442179034763954,0.0614364554203766,0.001,2.9837319235903404e-05,449.1414167643256
13,0.06580598137379536,0.04,0.07566751607969101,0.001,0.0003310146567465229,121.15588332961559
14,0.061900273975220826,0.026830360566441114,0.06457488245117028,0.001,0.0001401923678917708,201.59850945229647
15,0.039,0.022000000000000002,0.043000000000000003,0.001,5.943579141326531e-05,379.57946687318434
16,0.01282904464275551,0.01296022712282456,0.03987720234954586,0.001,6.894977780556522e-06,1166.5941974116215
17,0.078,0.03938373090522593,0.07148412839019037,0.002,0.0003809810692613214,232.56960188720075
18,0.016951829192363415,0.003947801655155394,0.014510979661578226,0.001,8.75585671455038e-07,5523.062378398602
19,0.038,0.021,0.04,0.001,5.277247339500135e-05,417.68688104821877
20,0.042,0.018,0.038,0.001,4.287017335088631e-05,475.557433965369
21,0.0429566570498051,0.02648356724520371,0.07647472976936111,0.001,9.489301952164004e-05,225.28964315746063
22,0.03415046042480756,0.027954602667076958,0.06149066804855749,0.001,8.403352881395844e-05,266.9535573299106
23,0.05052812888912253,0.029169477242435293,0.05721633292578338,0.001,0.00013524399094811909,218.0402441203121
24,0.026164517690949768,0.025063290704238902,0.029284843804538517,0.001,5.1726359941685573e-05,492.91951153336186
25,0.020172131126849235,0.004362307658801723,0.07905576400410642,0.001,1.4543247157608994e-06,1963.0572735616984
26,0.048351931209924,0.007670171680370189,0.07482019531055585,0.001,9.171686422373922e-06,741.2599016098865
27,0.039,0.015999999999999997,0.04,0.001,3.1491324759584067e-05,541.1400055698444
28,0.038,0.016999999999999998,0.043000000000000003,0.001,3.463605900582746e-05,497.64194191826533
29,0.017286790544381765,0.031187850491955584,0.05511604993693581,0.001,5.299761992621021e-05,355.23050444418715
30,0.037,0.02,0.039,0.001,4.661809338661895e-05,450.120468681986
31,0.041881102379088854,0.03006501650465371,0.027316414753130284,0.001,0.00011901566684250687,336.2866103513377
32,0.07486306804957464,0.0337004293319174,0.018576614692837924,0.001,0.00026716726178921494,272.1067984725851
33,0.05827614014176448,0.01289263758710691,0.024105948026891116,0.001,3.0507290039786673e-05,707.6893360031968
34,0.042,0.02,0.039,0.001,5.2901278693798535e-05,422.4788567287846
35,0.039,0.018,0.041,0.001,3.98259700695578e-05,475.11111060663023
36,0.034591625284637495,0.03231893137656644,0.01,0.001,0.00011354159931282588,568.917702201449
37,0.0750170006851242,0.03215279011630064,0.057295408460517366,0.001,0.00024381905035822867,162.23087103077054
38,0.039,0.022000000000000002,0.05300000000000001,0.001,5.946720733980121e-05,341.8999241719172
39,0.041,0.015999999999999997,0.06600000000000002,0.001,3.3181501607215386e-05,410.87341791674186
40,0.06990048405218857,0.015302897673306785,0.06888253634607239,0.001,5.1641768417506575e-05,322.0502145043368
41,0.03672795484445723,0.027842384998332564,0.08,0.001,8.969703159702433e-05,226.5907217232009
42,0.05511756506549697,0.010544137378023764,0.018327976268987613,0.001,1.9308965280061285e-05,1020.4191476065729
43,0.026305712349191282,0.019835722111909135,0.047942235025966624,0.001,3.266652928299515e-05,485.4670254101794
44,0.04033623549623716,0.029473958388071986,0.06528371107344114,0.001,0.00011028857951070627,226.1014557749343
45,0.07336791631105831,0.005762921272400036,0.03529209546482235,0.001,7.765807044696433e-06,1166.1580692317423
46,0.039,0.021,0.045000000000000005,0.001,5.41736237185024e-05,388.71747810515603
47,0.013398789599509641,0.026495925526137942,0.07846002001256125,0.003,3.176950326642775e-05,1194.2000716636144
48,0.064109905733039,0.010030028481809537,0.06480836601535361,0.001,2.0465463038887016e-05,528.94638363062
49,0.021397793404765126,0.02928913988800324,0.05741429734507024,0.001,5.7848001805082646e-05,333.1123875371682
50,0.032447616344092094,0.030408157055188734,0.07391880483157628,0.001,9.448906160721597e-05,229.63228988970647
51,0.07259342204080926,0.028471670201947883,0.07383522096962038,0.001,0.0001851047653393329,164.05843145237307
52,0.010368073520384345,0.028972096966261046,0.06076874491725835,0.001,2.7531495524972347e-05,470.2435269839825
