Experiment,l_c,r_c,l_n,r_n,V,w
0,0.07323678618148283,0.015770046218523633,0.07407763267244356,0.026467552485553478,0.00022024851072227262,7792.280076021317
1,0.03412466304916322,0.002,0.028463576715542567,0.028023250492268097,7.06513354496635e-05,153745.18193013905
2,0.08,0.03283268707733487,0.026660790935935368,0.0059927372111653705,0.00027393523525930206,1351.5409901566147
3,0.054962464205563936,0.012058058543600515,0.022125797901563216,0.001,2.5175124096002268e-05,813.2647842560909
4,0.04871650166749584,0.02859140654463757,0.03697323116088547,0.002,0.00012557605521174657,563.6436886226904
5,0.06079234685104956,0.039,0.01723298097981548,0.001,0.00029054200499455205,270.90851617308
6,0.0609697953711405,0.018802490765918466,0.05161901714191671,0.002,6.836530016599186e-05,648.4019331280268
7,0.058636048381047856,0.018460318541918323,0.029492313981492074,0.001,6.286855296123565e-05,445.46743490169763
8,0.06549997070448238,0.02938901326335623,0.05474126797603534,0.001,0.0001779020759701345,194.32511772194934
9,0.014627328084252076,0.03190119694350925,0.079,0.001,4.701403574999314e-05,315.3471413782128
10,0.08,0.009518131725013989,0.025556825114415198,0.001,2.284925371024247e-05,794.58757318825
11,0.02505312964734508,0.01234104750232887,0.03778376040160035,0.001,1.210585026271315e-05,900.6505476414738
12,0.07421799940997525,0.01222321494837024,0.03621346377981375,0.001,3.494990690777364e-05,539.6557633462573
13,0.06678150994928432,0.011593239629078062,0.0679947894839201,0.001,2.841144482291783e-05,437.74498264097053
14,0.06584050278367044,0.02585341163943473,0.05680304160518631,0.001,0.00013843277936249735,216.29261808960922
15,0.034036158538865637,0.024848087859788155,0.07008799487993377,0.001,6.624031541285602e-05,281.77785763843855
16,0.0407535019389528,0.009296955340697199,0.01158262321187463,0.001,1.1102531335827295e-05,1693.0323154621908
17,0.03429252694491012,0.015700834355639404,0.017858735673664188,0.001,2.6614071745267072e-05,880.1244640534991
18,0.06589161039899524,0.034842321596859946,0.011725399949246342,0.001,0.0002513378062273875,353.1066893478282
19,0.07944039823948909,0.006345087574203052,0.059697743608883316,0.001,1.0235242912017906e-05,782.6266610010207
20,0.0785072210700025,0.028429866328120112,0.08,0.001,0.00019959805600095325,151.78096510072572
21,0.046406108128550484,0.0020487190757185435,0.038990836461868766,0.001,7.344065548904334e-07,3924.1053882608053
22,0.05193309936812313,0.016849043808120114,0.079,0.001,4.656563500325441e-05,316.86990778350656
23,0.06691788319778005,0.016110181914641954,0.050756605973385514,0.001,5.472179264048654e-05,364.2286423637748
24,0.07268372248771372,0.015452448577926457,0.0562137742041987,0.001,5.469983987361804e-05,346.2220020314152
25,0.02731081322847278,0.025109471251998163,0.024511801519175244,0.001,5.4172319350382566e-05,526.3800539716655
26,0.026185769226236215,0.008329079873217756,0.01384324624783077,0.001,5.7505081064042285e-06,2156.469184396716
27,0.041247830928208384,0.0053460791707382735,0.078,0.001,3.948624483184257e-06,1127.739204730946
28,0.03302777216169203,0.026919566931558274,0.03656209958116845,0.001,7.530576449297915e-05,365.5684026748754
29,0.04789503123890136,0.03468917037266456,0.056812004568410186,0.001,0.00018124083331270415,188.98734470281735
30,0.04509831319442342,0.014402222275857912,0.0726510016886371,0.001,2.9616182906325857e-05,414.82169512368336
31,0.06341523422475433,0.01006732944775058,0.011071333804692222,0.001,2.022644211542748e-05,1281.9788779294117
32,0.06313269277783927,0.032388600781008456,0.06689160329608682,0.001,0.00020827012941526638,162.47508678783382
33,0.0405417891173856,0.010173024402042177,0.011,0.001,1.3215696992942389e-05,1591.8203030186708
34,0.05846164054704621,0.039,0.03603521031783005,0.001,0.00027946411451076393,191.04174960855195
35,0.04232727254786828,0.03435835362294773,0.0576785454681057,0.001,0.0001571577769863608,201.43841062917207
36,0.044205809368870676,0.033424448486850916,0.027098393279878022,0.001,0.0001552372539234228,295.6080316516495
37,0.057841626102760876,0.021463548205195183,0.03559512025880325,0.001,8.382492113442705e-05,351.13565136898166
38,0.02050334946654299,0.039,0.027299619102190885,0.001,9.805819898315031e-05,370.6266257786999
39,0.027130211155138043,0.02711357999149095,0.017566527302523217,0.001,6.271322246352265e-05,577.7440944249691
40,0.05009693199475821,0.030681426368068095,0.04027047819052728,0.001,0.00014828007439201567,248.1517940876986
41,0.046354526382035695,0.028353098178720174,0.078,0.001,0.0001173143557397948,200.58480309510483
42,0.024562016809033527,0.015691587143612323,0.033605979267107,0.001,1.9105315643295038e-05,758.5509575403271
43,0.02469547160124957,0.028737039782464575,0.01084015703890603,0.001,6.41035436277967e-05,727.3165088795016
44,0.05990117873254895,0.015090504854043424,0.02582717125809969,0.001,4.293527804409969e-05,576.1453337226756
45,0.041838573098492496,0.018508584117057976,0.03986216874104551,0.002,4.552793512436152e-05,904.8567455763646
46,0.01661253753781916,0.028496697035197534,0.038196268147785,0.001,4.2501358034918436e-05,476.39691889795523
47,0.0654800310685261,0.010098274011729299,0.056250200240129306,0.001,2.1154182443001364e-05,557.9924181836151
48,0.018483758697268655,0.04,0.04009964008389592,0.002,9.34134117933017e-05,628.0533631212555
49,0.020124843802522486,0.02560399305378578,0.077,0.001,4.168935035315346e-05,339.29120423748475
50,0.027256056942271296,0.008873041153879265,0.023986603166175076,0.001,6.81687714408755e-06,1507.3133260913442
51,0.01717707948290758,0.023479052528959335,0.05632082223640327,0.001,2.992511243835128e-05,468.2763238013388
52,0.027958331142432444,0.02533947954550835,0.020937403502245235,0.001,5.646284115273161e-05,557.7983168645815
53,0.07758903989482856,0.022137289874717324,0.012063383370767188,0.001,0.00011949147394438063,504.93179414361686
54,0.03160891320048054,0.029415944148547275,0.03845902333657502,0.001,8.604690687105135e-05,333.4304233285303
55,0.07573924779299172,0.008338988857936332,0.07588377081064286,0.001,1.6784572195752298e-05,540.9331341746387
56,0.058154052662777456,0.033268599383440504,0.015642784387615658,0.001,0.0002022574035768434,340.80847340338454
57,0.06265454525430633,0.029974220568107786,0.05111033048998599,0.001,0.00017700779406772143,201.6106125407107
58,0.047154860657011806,0.002,0.04894763404047263,0.001,7.463389827966251e-07,3559.0397851944895
59,0.07937946648934695,0.03608943096863622,0.0698350942255934,0.001,0.00032502096155186783,127.26850412118911
60,0.02398034811153269,0.028433824953247772,0.03701020077022747,0.001,6.102449365615821e-05,403.70876263186915
61,0.040514606385057134,0.03527075197574798,0.08,0.002,0.0001593454168198318,340.60921614660884
62,0.050128024301502254,0.02841253291092564,0.08,0.0029360752240279427,0.0001292972557941668,558.0381143900663
63,0.055625369922252046,0.001653415860462232,0.050137275315091816,0.001,6.352458117187955e-07,3916.453764407173
64,0.04361271013769849,0.014609438026210425,0.07020018441099957,0.001,2.946408205345101e-05,423.0412815782539
65,0.012381399912160928,0.033894069850953,0.06445512427174716,0.001,4.488803727575607e-05,357.1532469953994
66,0.028470363995362243,0.012711963108855154,0.029812062691548014,0.001,1.4546994725164739e-05,923.3934232508228
67,0.020067151889834482,0.009080827158964164,0.01,0.001,5.230016252705431e-06,2658.4203030780973
68,0.018122341894324098,0.025615245631044482,0.010547655734587606,0.001,3.738921170561641e-05,965.6244769748938
69,0.0249988474566826,0.02529756218931425,0.06868613264296632,0.001,5.047633001298768e-05,326.22611641515624
70,0.01682708018909514,0.0027125592886164457,0.04575147338056601,0.001,5.32703396271367e-07,4543.6593082569725
71,0.011598473267553887,0.022247843064735963,0.049763030392016405,0.001,1.8191766087922668e-05,639.8087697227006
72,0.014914170352949261,0.024601339479996164,0.03199639180672089,0.001,2.8457924250528554e-05,636.3310522319923
73,0.037737843216596026,0.025863301457143,0.05061934070190265,0.001,7.946298502063166e-05,302.5249387148581
74,0.07776052208635631,0.007137987833123077,0.024265734500988727,0.001,1.2523117198859513e-05,1102.9093426103223
75,0.025086721072153192,0.032041114564629915,0.02702421924404557,0.001,8.099616637220641e-05,409.9074205728555
76,0.05413058639977034,0.027375260508397628,0.06547827725616838,0.001,0.0001276466929676814,209.82811286155834
77,0.03152806225959924,0.03205244110702874,0.07416481024692852,0.001,0.00010199118573681928,220.63948139166573
78,0.05500055930578053,0.002,0.07244508839147408,0.001,9.187503697127976e-07,2708.78104452778
79,0.06792247087783745,0.028426440669887164,0.045137236017978394,0.001,0.00017257001188002348,217.26772679819524
80,0.031195215830572595,0.039,0.043274076157263884,0.001,0.00014919799671894883,238.65438404245378
81,0.06688328268913546,0.004188854428031468,0.057439429424670375,0.001,3.867322686113996e-06,1317.1426321108688
82,0.05767820438044581,0.030247572089838103,0.05775208566913328,0.001,0.00016596544545394675,195.88974497026135
83,0.08,0.007002229054330004,0.07634751670904023,0.001,1.2562740362843728e-05,624.9037906982359
84,0.07203885861663435,0.015848151903503888,0.07137101720292825,0.001,5.70668202231594e-05,300.9323963740985
85,0.07610185586276723,0.007437779482487261,0.018997123276481016,0.001,1.3285778627875343e-05,1209.224898949343
86,0.04080429456424701,0.03647226957643203,0.02674196926169605,0.001,0.0001706063686678333,283.8438603790519
87,0.04738057946509848,0.03241525809458078,0.05860327966772532,0.001,0.00015658859468136086,200.20793907982662
88,0.04110746749131058,0.012734424952029835,0.02707613217500527,0.001,2.102759821120134e-05,804.9314782013128
89,0.07287201522956754,0.01663837951804966,0.017182717929656185,0.001,6.343113102130502e-05,580.8374057881449
90,0.058666394778037124,0.013033597622302783,0.015000000000000003,0.001,3.135602979694762e-05,884.4785086079455
91,0.07807156376703221,0.011561265623275273,0.017755862852271497,0.001,3.283914522881689e-05,794.4548381408239
92,0.0677026166106383,0.0353353954631114,0.020904491916700546,0.001,0.00026563336521068015,257.2523982894243
93,0.03203238947782246,0.02991135940243452,0.048242356523554644,0.001,9.018658737092694e-05,290.835118947742
94,0.07419554580663393,0.007183430561763523,0.04420285266255856,0.001,1.2166814274052718e-05,831.2773736586844
95,0.033958005831197936,0.009206067110456611,0.011850374092812407,0.001,9.078725667524125e-06,1851.742812600797
96,0.013782102418566502,0.025326649082967785,0.01793245256044569,0.001,2.7829209677789187e-05,858.8881460362447
97,0.028991581337545508,0.019569405729041214,0.06891448206491553,0.001,3.509654748164646e-05,390.95168172328556
