Experiment,l_c,r_c,l_n,r_n,V,w
0,0.05534732905313113,0.02242093512059228,0.04017938384627878,0.007276868960101533,9.409265320812663e-05,2353.6007074997497
1,0.03265031530557326,0.033999999999999996,0.07302579165340048,0.009319528604574426,0.00013850125391681752,1919.6635801779958
2,0.018064333567654252,0.030118112327863045,0.03645460959894912,0.001,5.159319508922311e-05,442.4630177336782
3,0.051018312535861456,0.03298150270443038,0.06744157516611442,0.003,0.0001762548138336549,530.2929357024706
4,0.011448306436498714,0.037,0.06566328922479064,0.001,4.944362548546246e-05,337.09961758470683
5,0.07671976301162572,0.03426986264778292,0.07857635138635208,0.001,0.00028330903870416263,128.5227483634748
6,0.04538716495704319,0.016255429399209705,0.0195490311171042,0.001,3.773871925017914e-05,706.2595452634221
7,0.019746221687413437,0.022788462644484468,0.029190407708156833,0.001,3.230713468193108e-05,625.0500743070419
8,0.06119481083492454,0.0032534998614599667,0.024091001567820784,0.001,2.1106918025185566e-06,2737.514352256477
9,0.060984707400374906,0.032198366404994315,0.05044170431857694,0.001,0.00019878556346738502,191.49292688064006
10,0.013733931980037226,0.005149376377302318,0.020564937390495572,0.001,1.2086804495147287e-06,3951.6288308581825
11,0.07237579050798996,0.011663609913879536,0.048208895953971986,0.001,3.1083535628665276e-05,496.3621811290287
12,0.031576808664364756,0.013158290058142244,0.031628581094431736,0.001,1.727516590373598e-05,822.3723416889869
13,0.03970803215654396,0.033612594091486356,0.04150552518251579,0.001,0.00014106975489813314,250.60962893338103
14,0.04233919034865279,0.010987142763661362,0.0736302553021393,0.001,1.628822566333136e-05,557.4523215134022
15,0.079,0.0247775844457829,0.05443238036322432,0.001,0.00015253939973071466,210.47026586456147
16,0.06906265155859725,0.009717841392270287,0.06994541649699658,0.002,2.136852483351792e-05,1012.6301601069816
17,0.019146296626533596,0.028046534446975385,0.06160768709437124,0.001,4.750791681101682e-05,355.0200446165328
18,0.02968441462807008,0.0064132004153633375,0.02147574179989751,0.001,3.903021011742782e-06,2111.926404874769
19,0.014973803056515703,0.004,0.07949613733830271,0.001,1.002409915909179e-06,2477.9518338510657
20,0.05981868117021397,0.016607022206134914,0.03601199162984788,0.001,5.19418258895603e-05,443.6680654980811
21,0.04714350324507822,0.003232604209870308,0.018858276395932544,0.001,1.6069094228921706e-06,3547.949789949148
22,0.06147086968873333,0.025526406174505568,0.042172661532551524,0.001,0.00012596665707194666,263.11891173633603
23,0.045704987639443875,0.010158035333771288,0.07493957653207318,0.001,1.5051495720521285e-05,575.2343198919599
24,0.018761623909172513,0.02461342124427766,0.03609163006899498,0.001,3.5821281721970284e-05,533.9265013559068
25,0.07405932981385205,0.03414757731592408,0.06649838892495463,0.001,0.00027150869260285035,142.70414108074797
26,0.0670273140181472,0.03854662881978659,0.06641842369195365,0.001,0.00031308627484326947,132.96438570300896
27,0.011,0.02726926715646854,0.01591048624159221,0.001,2.5747402407944222e-05,947.9389930244829
28,0.011,0.0037154946778821035,0.02976170157899717,0.001,5.705622639354837e-07,5086.863202801803
29,0.06715302990807112,0.0338327754056203,0.06758683528277022,0.001,0.00024169765132433084,150.03425838650108
30,0.05935236136065596,0.02669909079758148,0.0263938945252179,0.001,0.0001330000073223056,323.6120702503954
31,0.07136986031160865,0.027270358558569456,0.06289616511960225,0.001,0.00016694013528230537,187.16798665842109
32,0.032654178590465655,0.022210330927162868,0.08,0.001,5.0856941027765865e-05,301.2468530906207
33,0.06636214226243935,0.02230783641866764,0.04866684913225774,0.001,0.00010390219072003843,269.74764333805524
34,0.05707135629822118,0.005467478088740141,0.05589972404660556,0.001,5.5353349865661185e-06,1107.3653842873716
35,0.020393346569696498,0.01724293246121418,0.07072822746605431,0.001,1.9270692458883995e-05,522.2039583061447
36,0.03241680713423012,0.009034870100160512,0.02020252416783074,0.001,8.376585917538206e-06,1479.0473400046158
37,0.01548049771022992,0.01580702725636155,0.022462588092921218,0.001,1.2222216743068779e-05,1160.1639463454333
38,0.07510292779255277,0.028289079162123476,0.06106959632657247,0.001,0.00018901027717386167,178.4975066877629
39,0.012,0.0030170351446923115,0.030916611351897702,0.001,4.40283604772113e-07,5884.7089506635475
40,0.03692146373220696,0.02188996867769316,0.019365547148275375,0.001,5.564090528604491e-05,584.2415535718503
41,0.03802289388600219,0.011897269136373734,0.04405992242244175,0.001,1.7046316070135795e-05,702.2636503343343
42,0.04916243859177879,0.02091708025716641,0.03964665997762997,0.001,6.769945419714504e-05,370.31461231107727
43,0.0569157860443221,0.003608060132444145,0.07050706743369582,0.001,2.5492213045684555e-06,1496.1855697230028
44,0.05961111800157865,0.02116542813801296,0.013879323371783887,0.001,8.393767152802574e-05,561.7163756335309
45,0.018585757882346614,0.031829673585658115,0.08,0.005,6.543860199389273e-05,1393.1395186945238
46,0.0329161667758675,0.020451204339687747,0.05148797514125484,0.001,4.341282890237321e-05,406.17716327375695
47,0.07676543918763856,0.021907002789855877,0.062463813891701636,0.001,0.00011593571903680393,225.43006784916915
48,0.07307942812861021,0.026686293886423015,0.043184435453032646,0.001,0.00016363709277505327,228.10902374788185
49,0.0517963965798617,0.032071231000662184,0.05447776079942806,0.002,0.00016805576847116655,401.46426257132504
50,0.05607744559871188,0.015207700650719372,0.079,0.001,4.0992330557928506e-05,337.847501366068
51,0.06815967722787149,0.00955831996499193,0.05015981650894567,0.001,1.9720810174423904e-05,611.8833377297394
52,0.061163246302596855,0.006190123534471625,0.022488956783103673,0.001,7.433383826568818e-06,1489.5760759380514
53,0.04633316076078218,0.00944764928115472,0.05697282985320674,0.001,1.317138373603001e-05,704.5118477239687
54,0.06917066179729046,0.03709872272306166,0.020629380107108224,0.001,0.00029914642508345316,244.02196033296468
55,0.031772887397261924,0.03144392796294111,0.02270038594432007,0.001,9.876290440215454e-05,404.9581731795231
56,0.04660888594077562,0.035239573572280525,0.07444299141663226,0.002,0.00018277148439246334,329.4920993040849
57,0.0780844811533274,0.03134324550634278,0.03903497999712173,0.002,0.0002414824750726284,395.24702508312066
58,0.02351387911683432,0.002,0.050722965608917044,0.001,4.548350156886421e-07,4951.051783076451
59,0.03281080040110946,0.028661196424316537,0.039604015485822444,0.001,8.479944371589326e-05,330.9935911474477
60,0.04168547370105728,0.009099990491275481,0.03822528306931565,0.001,1.0964762006182034e-05,941.4196510898809
61,0.06151729701707634,0.038553230838953206,0.03195906449107304,0.001,0.00028735611548145253,200.0485894133408
62,0.042418596902475465,0.017868658920234277,0.03688562335808273,0.001,4.2664951340996875e-05,483.8305102171894
63,0.03522872625047966,0.028157785091296527,0.08,0.001,8.800065424119118e-05,228.77047280024973
64,0.013975995402916074,0.024588222601386166,0.04018097898085807,0.001,2.6671486816241923e-05,586.8987113461628
65,0.030282109564539417,0.036146885183677084,0.03436463348106029,0.001,0.00012440985720059576,293.2730276013193
66,0.01910537814661339,0.0161889375075756,0.04908372955332218,0.001,1.5884689377980444e-05,689.8060209348434
67,0.018673658726161287,0.04,0.04213812415939182,0.001,9.399642733289718e-05,304.7751995587003
68,0.01664207527725308,0.006828414822830081,0.011,0.001,2.4723523266645726e-06,3701.450480164802
69,0.06465411494923938,0.036905057266657354,0.056951059988285424,0.001,0.00027682072285213275,152.70633310430367
70,0.0692355197567963,0.03193929330567563,0.08,0.001,0.00022213708918167286,143.86566219878713
71,0.026913645744846837,0.02391068401688384,0.08,0.012195969598892627,8.572283328419656e-05,3759.1096785172754
72,0.03164747055321617,0.027534530759356666,0.04527297116788448,0.001,7.552016437907162e-05,328.11436399762835
73,0.03732597940226805,0.016657673727450608,0.05198726417142567,0.001,3.270124283782533e-05,466.04031227464293
74,0.049110993149317425,0.03471233106299793,0.049972955324345605,0.001,0.00018606416807282454,198.86175563229912
75,0.018900149976444926,0.025650636304519848,0.06653871351623715,0.001,3.9276158653446576e-05,375.9446904501874
76,0.06861917299436646,0.02124697157484503,0.010273801300476417,0.001,9.734943600447842e-05,606.1869266728211
77,0.06202552815579171,0.005091136745387255,0.055876624967600694,0.001,5.226221763659217e-06,1140.9768763741724
78,0.06741163513892857,0.026648987594387556,0.05622449749961546,0.001,0.00015057605519157793,208.43996273903866
79,0.032306106757219205,0.04,0.05859562717819414,0.001,0.00016257228783918338,196.4974943421127
80,0.06363709627978918,0.034072488137731144,0.046550330886318526,0.001,0.00023224238635011525,184.40449835416555
81,0.015971201268484024,0.004373693230691428,0.038131931278917675,0.001,1.0796023916812744e-06,3168.33002452452
82,0.06713509133429284,0.04,0.016121082965775017,0.001,0.0003375084214500439,259.87232606026276
83,0.07299855270350152,0.002224054526293216,0.043011842440898174,0.001,1.2694963435596828e-06,2744.071006673361
