Experiment,Iteration,l_c,r_c,l_n,r_n,V,w
0,0,0.04,0.02,0.04,0.02,0.0001005309649148734,6753.469200753371
0,1,0.04,0.021,0.04,0.02,0.00010568317686676066,6514.073439132441
0,2,0.04,0.02,0.04,0.02,0.0001005309649148734,6753.469200753371
0,3,0.039,0.02,0.04,0.02,9.927432785343747e-05,6839.778330979837
0,4,0.039,0.02,0.039,0.02,9.801769079200154e-05,6928.319973110392
0,5,0.039,0.021,0.039,0.02,0.00010304109744509163,6681.940744593094
0,6,0.039,0.021,0.04,0.02,0.00010429773450652756,6596.952102799309
0,7,0.039,0.021,0.039,0.02,0.00010304109744509163,6681.940744593094
0,8,0.039,0.022000000000000002,0.039,0.02,0.0001083095483251617,6446.180189404374
0,9,0.039,0.022000000000000002,0.04,0.02,0.00010956618538659765,6364.656520924336
0,10,0.038,0.022000000000000002,0.04,0.02,0.00010804565454226018,6446.489860741489
0,11,0.038,0.022000000000000002,0.041,0.02,0.00010930229160369608,6365.241338224553
0,12,0.038,0.022000000000000002,0.041,0.021,0.00011458330885438053,6610.609352804724
0,13,0.039,0.022000000000000002,0.041,0.021,0.000116103839698718,6527.379555809196
0,14,0.039,0.023000000000000003,0.041,0.021,0.00012161733480576808,6307.158715466825
0,15,0.039,0.022000000000000002,0.041,0.021,0.000116103839698718,6527.379555809196
0,16,0.04,0.022000000000000002,0.041,0.021,0.00011762437054305548,6446.29201771617
0,17,0.04,0.022000000000000002,0.042,0.021,0.00011900981290328857,6367.345878689764
0,18,0.04,0.023000000000000003,0.042,0.021,0.0001246646796797502,6153.241337150299
0,19,0.04,0.023000000000000003,0.043000000000000003,0.021,0.0001260501220399833,6079.361057350453
0,20,0.041,0.023000000000000003,0.043000000000000003,0.021,0.00012771202455373232,6006.651360569454
0,21,0.041,0.023000000000000003,0.043000000000000003,0.022000000000000002,0.00013352082937021986,6226.553571712756
0,22,0.04,0.023000000000000003,0.043000000000000003,0.022000000000000002,0.00013185892685647083,6302.11914989177
0,23,0.04,0.023000000000000003,0.044000000000000004,0.022000000000000002,0.0001333794577008083,6226.8658401584
0,24,0.039,0.023000000000000003,0.044000000000000004,0.022000000000000002,0.0001317175551870593,6302.568327951168
0,25,0.039,0.023000000000000003,0.045000000000000005,0.022000000000000002,0.00013323808603139676,6227.419750187385
0,26,0.04,0.023000000000000003,0.045000000000000005,0.022000000000000002,0.0001348999885451458,6153.440958485253
0,27,0.04,0.022000000000000002,0.045000000000000005,0.022000000000000002,0.00012924512176868414,6359.049003049398
0,28,0.041,0.022000000000000002,0.045000000000000005,0.022000000000000002,0.0001307656526130216,6284.395217171735
0,29,0.041,0.022000000000000002,0.045000000000000005,0.021,0.0001246866708283253,6070.008142807458
0,30,0.041,0.022000000000000002,0.045000000000000005,0.02,0.00011889043238245217,5847.371294870195
0,31,0.041,0.022000000000000002,0.045000000000000005,0.019,0.00011337693727540206,5617.2118546878755
0,32,0.041,0.022000000000000002,0.046000000000000006,0.019,0.00011451105222334798,5553.667386786098
0,33,0.041,0.022000000000000002,0.046000000000000006,0.018,0.00010916406152693815,5319.813131920643
0,34,0.04,0.022000000000000002,0.046000000000000006,0.018,0.00010764353068260067,5382.418396662052
0,35,0.04,0.022000000000000002,0.04700000000000001,0.018,0.00010866140670236377,5322.448123553623
0,36,0.04,0.022000000000000002,0.04700000000000001,0.016999999999999998,0.00010349348678720856,5082.701409988522
